value_exc_vat,value_inc_vat,valid_from,valid_to,payment_method
36.68,38.514,2025-01-07 17:30:00+00:00,2025-01-07 18:00:00+00:00,
36.2,38.01,2025-01-07 18:00:00+00:00,2025-01-07 18:30:00+00:00,
35.08,36.834,2025-01-07 18:30:00+00:00,2025-01-07 19:00:00+00:00,
23.46,24.633,2025-01-07 19:00:00+00:00,2025-01-07 19:30:00+00:00,
22.74,23.877,2025-01-07 19:30:00+00:00,2025-01-07 20:00:00+00:00,
20.96,22.008,2025-01-07 20:00:00+00:00,2025-01-07 20:30:00+00:00,
20.07,21.0735,2025-01-07 20:30:00+00:00,2025-01-07 21:00:00+00:00,
20.71,21.7455,2025-01-07 21:00:00+00:00,2025-01-07 21:30:00+00:00,
20.56,21.588,2025-01-07 21:30:00+00:00,2025-01-07 22:00:00+00:00,
20.0,21.0,2025-01-07 22:00:00+00:00,2025-01-07 22:30:00+00:00,
17.68,18.564,2025-01-07 22:30:00+00:00,2025-01-07 23:00:00+00:00,
16.31,17.1255,2025-01-07 23:00:00+00:00,2025-01-07 23:30:00+00:00,
14.02,14.721,2025-01-07 23:30:00+00:00,2025-01-08 00:00:00+00:00,
11.48,12.054,2025-01-08 00:00:00+00:00,2025-01-08 00:30:00+00:00,
17.29,18.1545,2025-01-08 00:30:00+00:00,2025-01-08 01:00:00+00:00,
14.8,15.54,2025-01-08 01:00:00+00:00,2025-01-08 01:30:00+00:00,
12.84,13.482,2025-01-08 01:30:00+00:00,2025-01-08 02:00:00+00:00,
12.54,13.167,2025-01-08 02:00:00+00:00,2025-01-08 02:30:00+00:00,
12.98,13.629,2025-01-08 02:30:00+00:00,2025-01-08 03:00:00+00:00,
12.85,13.4925,2025-01-08 03:00:00+00:00,2025-01-08 03:30:00+00:00,
12.6,13.23,2025-01-08 03:30:00+00:00,2025-01-08 04:00:00+00:00,
17.01,17.8605,2025-01-08 04:00:00+00:00,2025-01-08 04:30:00+00:00,
16.0,16.8,2025-01-08 04:30:00+00:00,2025-01-08 05:00:00+00:00,
17.2,18.06,2025-01-08 05:00:00+00:00,2025-01-08 05:30:00+00:00,
16.0,16.8,2025-01-08 05:30:00+00:00,2025-01-08 06:00:00+00:00,
17.6,18.48,2025-01-08 06:00:00+00:00,2025-01-08 06:30:00+00:00,
18.58,19.509,2025-01-08 06:30:00+00:00,2025-01-08 07:00:00+00:00,
20.6,21.63,2025-01-08 07:00:00+00:00,2025-01-08 07:30:00+00:00,
24.0,25.2,2025-01-08 07:30:00+00:00,2025-01-08 08:00:00+00:00,
23.68,24.864,2025-01-08 08:00:00+00:00,2025-01-08 08:30:00+00:00,
23.0,24.15,2025-01-08 08:30:00+00:00,2025-01-08 09:00:00+00:00,
28.7,30.135,2025-01-08 09:00:00+00:00,2025-01-08 09:30:00+00:00,
28.7,30.135,2025-01-08 09:30:00+00:00,2025-01-08 10:00:00+00:00,
28.8,30.24,2025-01-08 10:00:00+00:00,2025-01-08 10:30:00+00:00,
28.8,30.24,2025-01-08 10:30:00+00:00,2025-01-08 11:00:00+00:00,
30.89,32.4345,2025-01-08 11:00:00+00:00,2025-01-08 11:30:00+00:00,
28.8,30.24,2025-01-08 11:30:00+00:00,2025-01-08 12:00:00+00:00,
34.8,36.54,2025-01-08 12:00:00+00:00,2025-01-08 12:30:00+00:00,
40.0,42.0,2025-01-08 12:30:00+00:00,2025-01-08 13:00:00+00:00,
52.0,54.6,2025-01-08 13:00:00+00:00,2025-01-08 13:30:00+00:00,
54.2,56.91,2025-01-08 13:30:00+00:00,2025-01-08 14:00:00+00:00,
56.48,59.304,2025-01-08 14:00:00+00:00,2025-01-08 14:30:00+00:00,
57.6,60.48,2025-01-08 14:30:00+00:00,2025-01-08 15:00:00+00:00,
44.0,46.2,2025-01-08 15:00:00+00:00,2025-01-08 15:30:00+00:00,
63.66,66.843,2025-01-08 15:30:00+00:00,2025-01-08 16:00:00+00:00,
79.58,83.559,2025-01-08 16:00:00+00:00,2025-01-08 16:30:00+00:00,
92.0,96.6,2025-01-08 16:30:00+00:00,2025-01-08 17:00:00+00:00,
84.07,88.2735,2025-01-08 17:00:00+00:00,2025-01-08 17:30:00+00:00,
89.18,93.639,2025-01-08 17:30:00+00:00,2025-01-08 18:00:00+00:00,
91.42,95.991,2025-01-08 18:00:00+00:00,2025-01-08 18:30:00+00:00,
86.0,90.3,2025-01-08 18:30:00+00:00,2025-01-08 19:00:00+00:00,
58.4,61.32,2025-01-08 19:00:00+00:00,2025-01-08 19:30:00+00:00,
50.01,52.5105,2025-01-08 19:30:00+00:00,2025-01-08 20:00:00+00:00,
41.2,43.26,2025-01-08 20:00:00+00:00,2025-01-08 20:30:00+00:00,
26.4,27.72,2025-01-08 20:30:00+00:00,2025-01-08 21:00:00+00:00,
27.52,28.896,2025-01-08 21:00:00+00:00,2025-01-08 21:30:00+00:00,
20.5,21.525,2025-01-08 21:30:00+00:00,2025-01-08 22:00:00+00:00,
21.6,22.68,2025-01-08 22:00:00+00:00,2025-01-08 22:30:00+00:00,
17.4,18.27,2025-01-08 22:30:00+00:00,2025-01-08 23:00:00+00:00,
24.11,25.3155,2025-01-08 23:00:00+00:00,2025-01-08 23:30:00+00:00,
20.2,21.21,2025-01-08 23:30:00+00:00,2025-01-09 00:00:00+00:00,
18.6,19.53,2025-01-09 00:00:00+00:00,2025-01-09 00:30:00+00:00,
23.8,24.99,2025-01-09 00:30:00+00:00,2025-01-09 01:00:00+00:00,
20.8,21.84,2025-01-09 01:00:00+00:00,2025-01-09 01:30:00+00:00,
18.7,19.635,2025-01-09 01:30:00+00:00,2025-01-09 02:00:00+00:00,
17.8,18.69,2025-01-09 02:00:00+00:00,2025-01-09 02:30:00+00:00,
14.9,15.645,2025-01-09 02:30:00+00:00,2025-01-09 03:00:00+00:00,
18.0,18.9,2025-01-09 03:00:00+00:00,2025-01-09 03:30:00+00:00,
17.14,17.997,2025-01-09 03:30:00+00:00,2025-01-09 04:00:00+00:00,
17.98,18.879,2025-01-09 04:00:00+00:00,2025-01-09 04:30:00+00:00,
16.4,17.22,2025-01-09 04:30:00+00:00,2025-01-09 05:00:00+00:00,
18.4,19.32,2025-01-09 05:00:00+00:00,2025-01-09 05:30:00+00:00,
18.19,19.0995,2025-01-09 05:30:00+00:00,2025-01-09 06:00:00+00:00,
19.0,19.95,2025-01-09 06:00:00+00:00,2025-01-09 06:30:00+00:00,
20.62,21.651,2025-01-09 06:30:00+00:00,2025-01-09 07:00:00+00:00,
22.21,23.3205,2025-01-09 07:00:00+00:00,2025-01-09 07:30:00+00:00,
25.83,27.1215,2025-01-09 07:30:00+00:00,2025-01-09 08:00:00+00:00,
26.58,27.909,2025-01-09 08:00:00+00:00,2025-01-09 08:30:00+00:00,
27.1,28.455,2025-01-09 08:30:00+00:00,2025-01-09 09:00:00+00:00,
26.24,27.552,2025-01-09 09:00:00+00:00,2025-01-09 09:30:00+00:00,
24.9,26.145,2025-01-09 09:30:00+00:00,2025-01-09 10:00:00+00:00,
25.8,27.09,2025-01-09 10:00:00+00:00,2025-01-09 10:30:00+00:00,
22.99,24.1395,2025-01-09 10:30:00+00:00,2025-01-09 11:00:00+00:00,
22.4,23.52,2025-01-09 11:00:00+00:00,2025-01-09 11:30:00+00:00,
18.0,18.9,2025-01-09 11:30:00+00:00,2025-01-09 12:00:00+00:00,
20.4,21.42,2025-01-09 12:00:00+00:00,2025-01-09 12:30:00+00:00,
20.26,21.273,2025-01-09 12:30:00+00:00,2025-01-09 13:00:00+00:00,
18.67,19.6035,2025-01-09 13:00:00+00:00,2025-01-09 13:30:00+00:00,
18.56,19.488,2025-01-09 13:30:00+00:00,2025-01-09 14:00:00+00:00,
18.5,19.425,2025-01-09 14:00:00+00:00,2025-01-09 14:30:00+00:00,
20.76,21.798,2025-01-09 14:30:00+00:00,2025-01-09 15:00:00+00:00,
18.7,19.635,2025-01-09 15:00:00+00:00,2025-01-09 15:30:00+00:00,
22.74,23.877,2025-01-09 15:30:00+00:00,2025-01-09 16:00:00+00:00,
31.38,32.949,2025-01-09 16:00:00+00:00,2025-01-09 16:30:00+00:00,
36.8,38.64,2025-01-09 16:30:00+00:00,2025-01-09 17:00:00+00:00,
33.88,35.574,2025-01-09 17:00:00+00:00,2025-01-09 17:30:00+00:00,
36.12,37.926,2025-01-09 17:30:00+00:00,2025-01-09 18:00:00+00:00,
35.45,37.2225,2025-01-09 18:00:00+00:00,2025-01-09 18:30:00+00:00,
34.2,35.91,2025-01-09 18:30:00+00:00,2025-01-09 19:00:00+00:00,
22.22,23.331,2025-01-09 19:00:00+00:00,2025-01-09 19:30:00+00:00,
18.8,19.74,2025-01-09 19:30:00+00:00,2025-01-09 20:00:00+00:00,
20.62,21.651,2025-01-09 20:00:00+00:00,2025-01-09 20:30:00+00:00,
17.8,18.69,2025-01-09 20:30:00+00:00,2025-01-09 21:00:00+00:00,
22.2,23.31,2025-01-09 21:00:00+00:00,2025-01-09 21:30:00+00:00,
16.69,17.5245,2025-01-09 21:30:00+00:00,2025-01-09 22:00:00+00:00,
18.55,19.4775,2025-01-09 22:00:00+00:00,2025-01-09 22:30:00+00:00,
16.8,17.64,2025-01-09 22:30:00+00:00,2025-01-09 23:00:00+00:00,
17.71,18.5955,2025-01-09 23:00:00+00:00,2025-01-09 23:30:00+00:00,
17.71,18.5955,2025-01-09 23:30:00+00:00,2025-01-10 00:00:00+00:00,
12.58,13.209,2025-01-10 00:00:00+00:00,2025-01-10 00:30:00+00:00,
17.71,18.5955,2025-01-10 00:30:00+00:00,2025-01-10 01:00:00+00:00,
17.4,18.27,2025-01-10 01:00:00+00:00,2025-01-10 01:30:00+00:00,
12.98,13.629,2025-01-10 01:30:00+00:00,2025-01-10 02:00:00+00:00,
17.4,18.27,2025-01-10 02:00:00+00:00,2025-01-10 02:30:00+00:00,
17.71,18.5955,2025-01-10 02:30:00+00:00,2025-01-10 03:00:00+00:00,
16.0,16.8,2025-01-10 03:00:00+00:00,2025-01-10 03:30:00+00:00,
14.0,14.7,2025-01-10 03:30:00+00:00,2025-01-10 04:00:00+00:00,
16.6,17.43,2025-01-10 04:00:00+00:00,2025-01-10 04:30:00+00:00,
15.79,16.5795,2025-01-10 04:30:00+00:00,2025-01-10 05:00:00+00:00,
17.2,18.06,2025-01-10 05:00:00+00:00,2025-01-10 05:30:00+00:00,
17.4,18.27,2025-01-10 05:30:00+00:00,2025-01-10 06:00:00+00:00,
17.71,18.5955,2025-01-10 06:00:00+00:00,2025-01-10 06:30:00+00:00,
20.12,21.126,2025-01-10 06:30:00+00:00,2025-01-10 07:00:00+00:00,
25.6,26.88,2025-01-10 07:00:00+00:00,2025-01-10 07:30:00+00:00,
31.6,33.18,2025-01-10 07:30:00+00:00,2025-01-10 08:00:00+00:00,
43.6,45.78,2025-01-10 08:00:00+00:00,2025-01-10 08:30:00+00:00,
51.2,53.76,2025-01-10 08:30:00+00:00,2025-01-10 09:00:00+00:00,
61.76,64.848,2025-01-10 09:00:00+00:00,2025-01-10 09:30:00+00:00,
59.74,62.727,2025-01-10 09:30:00+00:00,2025-01-10 10:00:00+00:00,
65.8,69.09,2025-01-10 10:00:00+00:00,2025-01-10 10:30:00+00:00,
55.0,57.75,2025-01-10 10:30:00+00:00,2025-01-10 11:00:00+00:00,
64.4,67.62,2025-01-10 11:00:00+00:00,2025-01-10 11:30:00+00:00,
64.0,67.2,2025-01-10 11:30:00+00:00,2025-01-10 12:00:00+00:00,
70.0,73.5,2025-01-10 12:00:00+00:00,2025-01-10 12:30:00+00:00,
70.0,73.5,2025-01-10 12:30:00+00:00,2025-01-10 13:00:00+00:00,
80.0,84.0,2025-01-10 13:00:00+00:00,2025-01-10 13:30:00+00:00,
60.0,63.0,2025-01-10 13:30:00+00:00,2025-01-10 14:00:00+00:00,
55.6,58.38,2025-01-10 14:00:00+00:00,2025-01-10 14:30:00+00:00,
80.0,84.0,2025-01-10 14:30:00+00:00,2025-01-10 15:00:00+00:00,
50.0,52.5,2025-01-10 15:00:00+00:00,2025-01-10 15:30:00+00:00,
95.23,99.9915,2025-01-10 15:30:00+00:00,2025-01-10 16:00:00+00:00,
78.0,81.9,2025-01-10 16:00:00+00:00,2025-01-10 16:30:00+00:00,
95.23,99.9915,2025-01-10 16:30:00+00:00,2025-01-10 17:00:00+00:00,
95.23,99.9915,2025-01-10 17:00:00+00:00,2025-01-10 17:30:00+00:00,
95.23,99.9915,2025-01-10 17:30:00+00:00,2025-01-10 18:00:00+00:00,
95.23,99.9915,2025-01-10 18:00:00+00:00,2025-01-10 18:30:00+00:00,
92.0,96.6,2025-01-10 18:30:00+00:00,2025-01-10 19:00:00+00:00,
92.4,97.02,2025-01-10 19:00:00+00:00,2025-01-10 19:30:00+00:00,
50.0,52.5,2025-01-10 19:30:00+00:00,2025-01-10 20:00:00+00:00,
66.6,69.93,2025-01-10 20:00:00+00:00,2025-01-10 20:30:00+00:00,
32.0,33.6,2025-01-10 20:30:00+00:00,2025-01-10 21:00:00+00:00,
27.52,28.896,2025-01-10 21:00:00+00:00,2025-01-10 21:30:00+00:00,
20.57,21.5985,2025-01-10 21:30:00+00:00,2025-01-10 22:00:00+00:00,
27.9,29.295,2025-01-10 22:00:00+00:00,2025-01-10 22:30:00+00:00,
19.94,20.937,2025-01-10 22:30:00+00:00,2025-01-10 23:00:00+00:00,
22.8,23.94,2025-01-10 23:00:00+00:00,2025-01-10 23:30:00+00:00,
18.77,19.7085,2025-01-10 23:30:00+00:00,2025-01-11 00:00:00+00:00,
18.0,18.9,2025-01-11 00:00:00+00:00,2025-01-11 00:30:00+00:00,
23.0,24.15,2025-01-11 00:30:00+00:00,2025-01-11 01:00:00+00:00,
19.28,20.244,2025-01-11 01:00:00+00:00,2025-01-11 01:30:00+00:00,
18.0,18.9,2025-01-11 01:30:00+00:00,2025-01-11 02:00:00+00:00,
18.5,19.425,2025-01-11 02:00:00+00:00,2025-01-11 02:30:00+00:00,
17.64,18.522,2025-01-11 02:30:00+00:00,2025-01-11 03:00:00+00:00,
18.34,19.257,2025-01-11 03:00:00+00:00,2025-01-11 03:30:00+00:00,
17.6,18.48,2025-01-11 03:30:00+00:00,2025-01-11 04:00:00+00:00,
17.4,18.27,2025-01-11 04:00:00+00:00,2025-01-11 04:30:00+00:00,
17.0,17.85,2025-01-11 04:30:00+00:00,2025-01-11 05:00:00+00:00,
17.5,18.375,2025-01-11 05:00:00+00:00,2025-01-11 05:30:00+00:00,
17.6,18.48,2025-01-11 05:30:00+00:00,2025-01-11 06:00:00+00:00,
19.9,20.895,2025-01-11 06:00:00+00:00,2025-01-11 06:30:00+00:00,
19.9,20.895,2025-01-11 06:30:00+00:00,2025-01-11 07:00:00+00:00,
18.81,19.7505,2025-01-11 07:00:00+00:00,2025-01-11 07:30:00+00:00,
19.9,20.895,2025-01-11 07:30:00+00:00,2025-01-11 08:00:00+00:00,
18.88,19.824,2025-01-11 08:00:00+00:00,2025-01-11 08:30:00+00:00,
24.4,25.62,2025-01-11 08:30:00+00:00,2025-01-11 09:00:00+00:00,
20.8,21.84,2025-01-11 09:00:00+00:00,2025-01-11 09:30:00+00:00,
21.7,22.785,2025-01-11 09:30:00+00:00,2025-01-11 10:00:00+00:00,
23.2,24.36,2025-01-11 10:00:00+00:00,2025-01-11 10:30:00+00:00,
21.83,22.9215,2025-01-11 10:30:00+00:00,2025-01-11 11:00:00+00:00,
21.66,22.743,2025-01-11 11:00:00+00:00,2025-01-11 11:30:00+00:00,
19.54,20.517,2025-01-11 11:30:00+00:00,2025-01-11 12:00:00+00:00,
19.68,20.664,2025-01-11 12:00:00+00:00,2025-01-11 12:30:00+00:00,
20.32,21.336,2025-01-11 12:30:00+00:00,2025-01-11 13:00:00+00:00,
18.72,19.656,2025-01-11 13:00:00+00:00,2025-01-11 13:30:00+00:00,
18.16,19.068,2025-01-11 13:30:00+00:00,2025-01-11 14:00:00+00:00,
18.25,19.1625,2025-01-11 14:00:00+00:00,2025-01-11 14:30:00+00:00,
20.4,21.42,2025-01-11 14:30:00+00:00,2025-01-11 15:00:00+00:00,
19.8,20.79,2025-01-11 15:00:00+00:00,2025-01-11 15:30:00+00:00,
24.8,26.04,2025-01-11 15:30:00+00:00,2025-01-11 16:00:00+00:00,
34.1,35.805,2025-01-11 16:00:00+00:00,2025-01-11 16:30:00+00:00,
41.44,43.512,2025-01-11 16:30:00+00:00,2025-01-11 17:00:00+00:00,
38.1,40.005,2025-01-11 17:00:00+00:00,2025-01-11 17:30:00+00:00,
41.11,43.1655,2025-01-11 17:30:00+00:00,2025-01-11 18:00:00+00:00,
41.07,43.1235,2025-01-11 18:00:00+00:00,2025-01-11 18:30:00+00:00,
37.07,38.9235,2025-01-11 18:30:00+00:00,2025-01-11 19:00:00+00:00,
26.4,27.72,2025-01-11 19:00:00+00:00,2025-01-11 19:30:00+00:00,
20.73,21.7665,2025-01-11 19:30:00+00:00,2025-01-11 20:00:00+00:00,
23.6,24.78,2025-01-11 20:00:00+00:00,2025-01-11 20:30:00+00:00,
20.44,21.462,2025-01-11 20:30:00+00:00,2025-01-11 21:00:00+00:00,
20.38,21.399,2025-01-11 21:00:00+00:00,2025-01-11 21:30:00+00:00,
19.42,20.391,2025-01-11 21:30:00+00:00,2025-01-11 22:00:00+00:00,
19.9,20.895,2025-01-11 22:00:00+00:00,2025-01-11 22:30:00+00:00,
19.14,20.097,2025-01-11 22:30:00+00:00,2025-01-11 23:00:00+00:00,
21.87,22.9635,2025-01-11 23:00:00+00:00,2025-01-11 23:30:00+00:00,
21.2,22.26,2025-01-11 23:30:00+00:00,2025-01-12 00:00:00+00:00,
18.4,19.32,2025-01-12 00:00:00+00:00,2025-01-12 00:30:00+00:00,
25.76,27.048,2025-01-12 00:30:00+00:00,2025-01-12 01:00:00+00:00,
23.0,24.15,2025-01-12 01:00:00+00:00,2025-01-12 01:30:00+00:00,
21.8,22.89,2025-01-12 01:30:00+00:00,2025-01-12 02:00:00+00:00,
19.8,20.79,2025-01-12 02:00:00+00:00,2025-01-12 02:30:00+00:00,
19.0,19.95,2025-01-12 02:30:00+00:00,2025-01-12 03:00:00+00:00,
18.8,19.74,2025-01-12 03:00:00+00:00,2025-01-12 03:30:00+00:00,
18.6,19.53,2025-01-12 03:30:00+00:00,2025-01-12 04:00:00+00:00,
18.39,19.3095,2025-01-12 04:00:00+00:00,2025-01-12 04:30:00+00:00,
17.98,18.879,2025-01-12 04:30:00+00:00,2025-01-12 05:00:00+00:00,
18.39,19.3095,2025-01-12 05:00:00+00:00,2025-01-12 05:30:00+00:00,
17.95,18.8475,2025-01-12 05:30:00+00:00,2025-01-12 06:00:00+00:00,
18.39,19.3095,2025-01-12 06:00:00+00:00,2025-01-12 06:30:00+00:00,
18.0,18.9,2025-01-12 06:30:00+00:00,2025-01-12 07:00:00+00:00,
18.76,19.698,2025-01-12 07:00:00+00:00,2025-01-12 07:30:00+00:00,
19.62,20.601,2025-01-12 07:30:00+00:00,2025-01-12 08:00:00+00:00,
18.6,19.53,2025-01-12 08:00:00+00:00,2025-01-12 08:30:00+00:00,
21.32,22.386,2025-01-12 08:30:00+00:00,2025-01-12 09:00:00+00:00,
21.64,22.722,2025-01-12 09:00:00+00:00,2025-01-12 09:30:00+00:00,
21.86,22.953,2025-01-12 09:30:00+00:00,2025-01-12 10:00:00+00:00,
23.28,24.444,2025-01-12 10:00:00+00:00,2025-01-12 10:30:00+00:00,
23.28,24.444,2025-01-12 10:30:00+00:00,2025-01-12 11:00:00+00:00,
22.4,23.52,2025-01-12 11:00:00+00:00,2025-01-12 11:30:00+00:00,
22.4,23.52,2025-01-12 11:30:00+00:00,2025-01-12 12:00:00+00:00,
21.64,22.722,2025-01-12 12:00:00+00:00,2025-01-12 12:30:00+00:00,
22.7,23.835,2025-01-12 12:30:00+00:00,2025-01-12 13:00:00+00:00,
21.47,22.5435,2025-01-12 13:00:00+00:00,2025-01-12 13:30:00+00:00,
19.91,20.9055,2025-01-12 13:30:00+00:00,2025-01-12 14:00:00+00:00,
20.4,21.42,2025-01-12 14:00:00+00:00,2025-01-12 14:30:00+00:00,
20.8,21.84,2025-01-12 14:30:00+00:00,2025-01-12 15:00:00+00:00,
20.4,21.42,2025-01-12 15:00:00+00:00,2025-01-12 15:30:00+00:00,
21.9,22.995,2025-01-12 15:30:00+00:00,2025-01-12 16:00:00+00:00,
33.8,35.49,2025-01-12 16:00:00+00:00,2025-01-12 16:30:00+00:00,
37.6,39.48,2025-01-12 16:30:00+00:00,2025-01-12 17:00:00+00:00,
36.87,38.7135,2025-01-12 17:00:00+00:00,2025-01-12 17:30:00+00:00,
37.2,39.06,2025-01-12 17:30:00+00:00,2025-01-12 18:00:00+00:00,
37.04,38.892,2025-01-12 18:00:00+00:00,2025-01-12 18:30:00+00:00,
32.38,33.999,2025-01-12 18:30:00+00:00,2025-01-12 19:00:00+00:00,
25.12,26.376,2025-01-12 19:00:00+00:00,2025-01-12 19:30:00+00:00,
20.4,21.42,2025-01-12 19:30:00+00:00,2025-01-12 20:00:00+00:00,
21.4,22.47,2025-01-12 20:00:00+00:00,2025-01-12 20:30:00+00:00,
19.78,20.769,2025-01-12 20:30:00+00:00,2025-01-12 21:00:00+00:00,
21.8,22.89,2025-01-12 21:00:00+00:00,2025-01-12 21:30:00+00:00,
19.17,20.1285,2025-01-12 21:30:00+00:00,2025-01-12 22:00:00+00:00,
19.6,20.58,2025-01-12 22:00:00+00:00,2025-01-12 22:30:00+00:00,
19.4,20.37,2025-01-12 22:30:00+00:00,2025-01-12 23:00:00+00:00,
19.54,20.517,2025-01-12 23:00:00+00:00,2025-01-12 23:30:00+00:00,
16.6,17.43,2025-01-12 23:30:00+00:00,2025-01-13 00:00:00+00:00,
16.0,16.8,2025-01-13 00:00:00+00:00,2025-01-13 00:30:00+00:00,
19.78,20.769,2025-01-13 00:30:00+00:00,2025-01-13 01:00:00+00:00,
19.3,20.265,2025-01-13 01:00:00+00:00,2025-01-13 01:30:00+00:00,
17.44,18.312,2025-01-13 01:30:00+00:00,2025-01-13 02:00:00+00:00,
18.08,18.984,2025-01-13 02:00:00+00:00,2025-01-13 02:30:00+00:00,
17.26,18.123,2025-01-13 02:30:00+00:00,2025-01-13 03:00:00+00:00,
16.84,17.682,2025-01-13 03:00:00+00:00,2025-01-13 03:30:00+00:00,
16.6,17.43,2025-01-13 03:30:00+00:00,2025-01-13 04:00:00+00:00,
20.0,21.0,2025-01-13 04:00:00+00:00,2025-01-13 04:30:00+00:00,
18.08,18.984,2025-01-13 04:30:00+00:00,2025-01-13 05:00:00+00:00,
18.08,18.984,2025-01-13 05:00:00+00:00,2025-01-13 05:30:00+00:00,
17.6,18.48,2025-01-13 05:30:00+00:00,2025-01-13 06:00:00+00:00,
19.2,20.16,2025-01-13 06:00:00+00:00,2025-01-13 06:30:00+00:00,
19.2,20.16,2025-01-13 06:30:00+00:00,2025-01-13 07:00:00+00:00,
20.0,21.0,2025-01-13 07:00:00+00:00,2025-01-13 07:30:00+00:00,
21.2,22.26,2025-01-13 07:30:00+00:00,2025-01-13 08:00:00+00:00,
22.73,23.8665,2025-01-13 08:00:00+00:00,2025-01-13 08:30:00+00:00,
24.0,25.2,2025-01-13 08:30:00+00:00,2025-01-13 09:00:00+00:00,
21.8,22.89,2025-01-13 09:00:00+00:00,2025-01-13 09:30:00+00:00,
21.0,22.05,2025-01-13 09:30:00+00:00,2025-01-13 10:00:00+00:00,
20.14,21.147,2025-01-13 10:00:00+00:00,2025-01-13 10:30:00+00:00,
20.14,21.147,2025-01-13 10:30:00+00:00,2025-01-13 11:00:00+00:00,
18.08,18.984,2025-01-13 11:00:00+00:00,2025-01-13 11:30:00+00:00,
17.44,18.312,2025-01-13 11:30:00+00:00,2025-01-13 12:00:00+00:00,
17.44,18.312,2025-01-13 12:00:00+00:00,2025-01-13 12:30:00+00:00,
17.44,18.312,2025-01-13 12:30:00+00:00,2025-01-13 13:00:00+00:00,
18.08,18.984,2025-01-13 13:00:00+00:00,2025-01-13 13:30:00+00:00,
18.08,18.984,2025-01-13 13:30:00+00:00,2025-01-13 14:00:00+00:00,
18.09,18.9945,2025-01-13 14:00:00+00:00,2025-01-13 14:30:00+00:00,
18.08,18.984,2025-01-13 14:30:00+00:00,2025-01-13 15:00:00+00:00,
20.4,21.42,2025-01-13 15:00:00+00:00,2025-01-13 15:30:00+00:00,
21.06,22.113,2025-01-13 15:30:00+00:00,2025-01-13 16:00:00+00:00,
33.68,35.364,2025-01-13 16:00:00+00:00,2025-01-13 16:30:00+00:00,
38.26,40.173,2025-01-13 16:30:00+00:00,2025-01-13 17:00:00+00:00,
36.94,38.787,2025-01-13 17:00:00+00:00,2025-01-13 17:30:00+00:00,
36.94,38.787,2025-01-13 17:30:00+00:00,2025-01-13 18:00:00+00:00,
37.43,39.3015,2025-01-13 18:00:00+00:00,2025-01-13 18:30:00+00:00,
33.6,35.28,2025-01-13 18:30:00+00:00,2025-01-13 19:00:00+00:00,
25.28,26.544,2025-01-13 19:00:00+00:00,2025-01-13 19:30:00+00:00,
21.02,22.071,2025-01-13 19:30:00+00:00,2025-01-13 20:00:00+00:00,
21.18,22.239,2025-01-13 20:00:00+00:00,2025-01-13 20:30:00+00:00,
18.08,18.984,2025-01-13 20:30:00+00:00,2025-01-13 21:00:00+00:00,
24.0,25.2,2025-01-13 21:00:00+00:00,2025-01-13 21:30:00+00:00,
18.22,19.131,2025-01-13 21:30:00+00:00,2025-01-13 22:00:00+00:00,
20.2,21.21,2025-01-13 22:00:00+00:00,2025-01-13 22:30:00+00:00,
19.0,19.95,2025-01-13 22:30:00+00:00,2025-01-13 23:00:00+00:00,
19.0,19.95,2025-01-13 23:00:00+00:00,2025-01-13 23:30:00+00:00,
18.0,18.9,2025-01-13 23:30:00+00:00,2025-01-14 00:00:00+00:00,
17.8,18.69,2025-01-14 00:00:00+00:00,2025-01-14 00:30:00+00:00,
18.56,19.488,2025-01-14 00:30:00+00:00,2025-01-14 01:00:00+00:00,
18.98,19.929,2025-01-14 01:00:00+00:00,2025-01-14 01:30:00+00:00,
18.4,19.32,2025-01-14 01:30:00+00:00,2025-01-14 02:00:00+00:00,
18.4,19.32,2025-01-14 02:00:00+00:00,2025-01-14 02:30:00+00:00,
18.4,19.32,2025-01-14 02:30:00+00:00,2025-01-14 03:00:00+00:00,
18.4,19.32,2025-01-14 03:00:00+00:00,2025-01-14 03:30:00+00:00,
18.24,19.152,2025-01-14 03:30:00+00:00,2025-01-14 04:00:00+00:00,
18.4,19.32,2025-01-14 04:00:00+00:00,2025-01-14 04:30:00+00:00,
18.4,19.32,2025-01-14 04:30:00+00:00,2025-01-14 05:00:00+00:00,
18.5,19.425,2025-01-14 05:00:00+00:00,2025-01-14 05:30:00+00:00,
18.96,19.908,2025-01-14 05:30:00+00:00,2025-01-14 06:00:00+00:00,
20.82,21.861,2025-01-14 06:00:00+00:00,2025-01-14 06:30:00+00:00,
19.6,20.58,2025-01-14 06:30:00+00:00,2025-01-14 07:00:00+00:00,
20.37,21.3885,2025-01-14 07:00:00+00:00,2025-01-14 07:30:00+00:00,
26.72,28.056,2025-01-14 07:30:00+00:00,2025-01-14 08:00:00+00:00,
27.32,28.686,2025-01-14 08:00:00+00:00,2025-01-14 08:30:00+00:00,
25.6,26.88,2025-01-14 08:30:00+00:00,2025-01-14 09:00:00+00:00,
22.2,23.31,2025-01-14 09:00:00+00:00,2025-01-14 09:30:00+00:00,
21.12,22.176,2025-01-14 09:30:00+00:00,2025-01-14 10:00:00+00:00,
19.8,20.79,2025-01-14 10:00:00+00:00,2025-01-14 10:30:00+00:00,
19.6,20.58,2025-01-14 10:30:00+00:00,2025-01-14 11:00:00+00:00,
