index,SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,SCOTTISH_TRANSFER,IFA_FLOW,IFA2_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,NEMO_FLOW,NSL_FLOW,ELECLINK_FLOW,VIKING_FLOW,GREENLINK_FLOW
14386,26-OCT-2024,37,31465,32323,29535,1915,6622,0,18510,0,6,3303,1997,-1,777,-347,-3,999,1397,-1,931,0
14387,26-OCT-2024,38,31087,32030,29155,1823,6622,0,18510,0,9,3324,1996,-1,976,-349,-83,999,1397,-1,988,0
14388,26-OCT-2024,39,30620,31700,28575,1756,6622,0,18510,0,7,2942,2003,-1,962,-399,-172,999,1397,-1,988,0
14389,26-OCT-2024,40,29935,31141,27852,1689,6622,0,18510,0,10,2713,2003,-1,963,-402,-292,999,1397,-1,988,0
14390,26-OCT-2024,41,29035,30328,26989,1695,6622,0,18510,0,10,2188,2003,-1,752,-419,-362,999,1397,-1,988,0
14391,26-OCT-2024,42,28128,29414,26222,1700,6622,0,18510,0,10,2162,2004,-1,744,-450,-324,999,1398,-1,988,0
14392,26-OCT-2024,43,26945,28067,25139,1717,6622,0,18510,0,10,2384,2003,-1,898,-438,-172,980,1397,-1,988,0
14393,26-OCT-2024,44,25996,27048,24244,1733,6622,0,18510,0,10,2356,2004,-1,904,-441,-99,979,1397,-1,988,0
14394,26-OCT-2024,45,24991,26140,23331,1720,6622,0,18510,0,13,2280,2004,-1,931,-442,-192,979,1397,-1,988,0
14395,26-OCT-2024,46,23929,25145,22332,1706,6622,0,18510,0,16,2180,2004,-1,932,-402,-296,979,1397,-1,988,0
14396,26-OCT-2024,47,22680,24019,21104,1686,6622,0,18510,0,69,2000,1960,-1,1001,-348,-420,999,1398,-1,988,0
14397,26-OCT-2024,48,21790,23781,20297,1666,6622,0,18510,0,617,2364,1958,-1,1002,-348,-523,999,1397,-2,988,0
14398,27-OCT-2024,1,21206,23360,19806,1625,6622,0,18510,0,776,2447,1955,-1,973,-348,-527,999,1397,-2,988,0
14399,27-OCT-2024,2,21214,23455,19781,1583,6622,0,18510,0,864,2444,1955,-1,967,-348,-527,999,1397,-1,971,0
14400,27-OCT-2024,3,20689,22933,19330,1577,6622,0,18510,0,867,2067,2002,-1,340,-348,-527,923,1397,-1,352,0
14401,27-OCT-2024,4,20625,22575,19351,1570,6622,0,18510,0,573,1993,2004,-1,292,-348,-527,920,1397,-1,306,0
14402,27-OCT-2024,5,20284,22187,18989,1536,6622,0,18510,0,425,1888,1957,-1,115,-348,-528,901,1397,-1,181,0
14403,27-OCT-2024,6,19689,21883,18493,1502,6622,0,18510,0,717,1786,1953,-1,80,-348,-527,900,1397,-1,166,0
14404,27-OCT-2024,7,19161,21533,17973,1473,6622,0,18510,0,582,1710,1808,-1,-313,-348,-527,996,1397,-1,11,0
14405,27-OCT-2024,8,18927,21566,17731,1444,6622,0,18510,0,842,1829,1800,-1,-314,-348,-527,999,1397,-1,-6,0
14406,27-OCT-2024,9,18347,21323,17157,1381,6622,0,18510,0,835,1969,1748,-1,-425,-348,-483,949,1397,0,-284,0
14407,27-OCT-2024,10,18307,21222,17035,1318,6622,0,18510,0,837,1727,1749,-1,-421,-348,-416,947,1397,0,-292,0
14408,27-OCT-2024,11,18541,20575,17339,1289,6622,0,18510,0,641,1758,1993,-1,-106,-348,-338,846,1397,0,141,0
14409,27-OCT-2024,12,18401,20597,17182,1259,6622,0,18510,0,812,2059,2005,-1,-104,-348,-331,842,1397,0,177,0
14410,27-OCT-2024,13,18447,20404,17200,1242,6622,0,18510,0,825,1920,2004,-1,294,-348,-181,994,1398,-2,427,0
14411,27-OCT-2024,14,18784,20590,17508,1225,6622,0,18510,0,820,2130,2004,-1,329,-348,-36,999,1398,-1,458,0
14412,27-OCT-2024,15,20312,22019,18984,1162,6622,0,18510,0,734,2151,2004,-1,785,-360,-11,999,1398,-1,954,0
14413,27-OCT-2024,16,21226,22722,19817,1098,6622,0,18510,0,587,2290,2004,-1,807,-306,-1,999,1398,-1,988,0
14414,27-OCT-2024,17,22451,23232,20839,1080,6622,132,18510,0,22,2209,2004,-1,994,-157,0,999,1398,-1,988,0
14415,27-OCT-2024,18,23144,23840,21507,1061,6622,979,18510,0,17,2227,2003,-1,1001,-77,0,999,1398,-1,988,0
14416,27-OCT-2024,19,23626,24243,21826,1046,6622,2424,18510,0,15,2238,2003,-1,1002,34,0,999,1397,-1,988,0
14417,27-OCT-2024,20,23647,24263,21795,1030,6622,3946,18510,0,14,2309,2003,-1,1002,89,0,999,1397,-1,988,0
14418,27-OCT-2024,21,23655,24271,21773,1085,6622,5195,18510,0,14,2400,2003,-1,1001,188,0,1018,1397,-1,988,0
14419,27-OCT-2024,22,23375,23991,21526,1139,6622,6300,18510,0,14,2784,2003,-1,1002,251,16,1019,1397,-1,988,0
14420,27-OCT-2024,23,23090,23706,21308,1255,6622,7081,18510,0,14,2867,2003,-1,1003,112,0,1019,1397,-1,988,0
14421,27-OCT-2024,24,22289,22905,20640,1370,6622,7706,18510,0,14,3021,2003,-1,1002,124,0,1019,1397,-1,988,0
14422,27-OCT-2024,25,22180,22797,20491,1476,6622,7785,18510,0,15,2840,2004,-1,1002,221,28,1019,1397,-1,988,0
14423,27-OCT-2024,26,22130,22746,20450,1581,6622,7620,18510,0,14,3247,2004,-1,1002,362,0,1019,1397,-1,993,0
14424,27-OCT-2024,27,21826,22479,20163,1651,6622,7431,18510,0,51,3043,2003,-1,1002,312,0,924,1397,-1,1152,0
14425,27-OCT-2024,28,21973,22789,20204,1721,6622,6916,18510,0,214,2843,2004,-1,1002,179,0,920,1397,-1,1156,0
14426,27-OCT-2024,29,22438,23139,20671,1778,6622,6036,18510,0,99,2939,2003,-1,501,204,0,977,1397,-1,860,0
14427,27-OCT-2024,30,23210,23824,21358,1835,6622,5280,18510,0,12,2764,2004,-1,407,179,0,979,1397,-1,835,0
14428,27-OCT-2024,31,24275,24891,22401,1881,6622,4113,18510,0,14,2880,2004,-1,2,303,0,998,1397,-1,666,0
14429,27-OCT-2024,32,25455,26072,23599,1926,6622,3242,18510,0,15,3336,2004,-1,0,305,0,999,1397,-1,630,0
14430,27-OCT-2024,33,26620,27475,24709,1954,6622,2050,18510,0,9,3367,2004,-1,98,395,50,993,1397,-1,-244,0
14431,27-OCT-2024,34,28193,29097,26209,1981,6622,923,18510,0,2,3164,2004,-1,102,373,4,993,1397,-1,-300,0
14432,27-OCT-2024,35,30173,30890,28121,2055,6622,233,18510,0,8,3155,2003,-1,2,248,0,999,1397,-1,-107,0
14433,27-OCT-2024,36,31688,32380,29489,2128,6622,1,18510,0,10,3213,2003,-1,0,271,0,999,1397,-1,-80,0
14434,27-OCT-2024,37,32968,33580,30472,2189,6622,0,18510,0,10,2865,2003,-1,375,212,0,999,1397,-1,424,0
14435,27-OCT-2024,38,33606,34216,31110,2249,6622,0,18510,0,8,3053,2002,-1,420,71,0,999,1397,-1,445,0
14436,27-OCT-2024,39,32752,33443,30362,2288,6622,0,18510,0,11,3136,1928,-1,412,66,12,934,1397,-1,-78,0
14437,27-OCT-2024,40,32024,32823,29667,2327,6622,0,18510,0,11,3054,1924,-1,397,-26,-50,931,1397,-1,-110,0
14438,27-OCT-2024,41,30788,31692,28549,2344,6622,0,18510,0,12,3115,1953,-1,-132,-150,-8,773,1397,-1,76,0
14439,27-OCT-2024,42,29306,30202,27183,2361,6622,0,18510,0,17,2900,1955,-1,-143,-134,0,767,1397,-1,95,0
14440,27-OCT-2024,43,28358,29134,26259,2384,6622,0,18510,0,100,2684,2001,-1,186,-74,0,777,1397,-1,251,0
14441,27-OCT-2024,44,27150,27904,25167,2406,6622,0,18510,0,130,2706,2004,-1,227,-8,-13,778,1397,-2,258,0
14442,27-OCT-2024,45,26032,26940,24100,2417,6622,0,18510,0,21,2381,2004,-1,-285,66,40,652,1397,-1,91,0
14443,27-OCT-2024,46,25005,26194,23147,2428,6622,0,18510,0,245,2309,1997,-1,-341,122,0,647,1397,-2,69,0
14444,27-OCT-2024,47,23468,25577,21723,2422,6622,0,18510,0,478,2405,1677,-1,-737,236,40,474,1397,-2,-291,0
14445,27-OCT-2024,48,22451,24668,20732,2415,6622,0,18510,0,553,2183,1662,-1,-738,133,0,468,1397,-2,-323,0
14446,27-OCT-2024,49,21183,23746,19549,2428,6622,0,18510,0,555,1411,1921,-1,-809,40,0,539,1397,-1,-597,0
14447,27-OCT-2024,50,20226,22920,18687,2441,6622,0,18510,0,663,913,1931,-1,-812,43,0,542,1397,-1,-617,0
14448,28-OCT-2024,1,19993,22832,18499,2471,6622,0,18510,0,685,769,1773,-1,-892,8,0,522,1397,-1,-660,0
14449,28-OCT-2024,2,20040,23019,18603,2501,6622,0,18510,0,821,756,1762,-1,-893,62,12,521,1397,-1,-663,0
14450,28-OCT-2024,3,19841,22666,18411,2511,6622,0,18510,0,568,516,1706,-1,-918,-32,-31,422,1397,-1,-674,0
14451,28-OCT-2024,4,19233,22173,17828,2520,6622,0,18510,0,572,54,1699,-1,-917,-169,0,418,1397,-1,-680,0
14452,28-OCT-2024,5,18838,21917,17462,2517,6622,0,18510,0,573,120,1518,-1,-842,-163,0,157,1397,-1,-899,0
14453,28-OCT-2024,6,18578,21958,17167,2514,6622,0,18510,0,804,167,1495,-1,-842,-235,0,144,1397,-1,-897,0
14454,28-OCT-2024,7,18341,21370,16942,2451,6622,0,18510,0,748,176,1004,-1,-723,-331,0,-320,1397,-1,-305,0
14455,28-OCT-2024,8,17957,20973,16497,2387,6622,0,18510,0,749,51,969,-1,-719,-348,0,-345,1397,-1,-253,0
14456,28-OCT-2024,9,17824,20814,16490,2317,6622,0,18510,0,368,219,791,-1,-772,-348,-15,-884,1397,-2,158,0
14457,28-OCT-2024,10,17945,20928,16595,2246,6622,0,18510,0,276,364,779,-1,-772,-329,-95,-907,1397,-3,181,0
14458,28-OCT-2024,11,18618,21453,17138,2164,6622,0,18510,0,492,387,770,-1,-860,-292,-7,-523,1397,-3,-57,0
14459,28-OCT-2024,12,19823,22444,18240,2082,6622,0,18510,0,300,572,795,-1,-863,-306,0,-479,1397,-3,-69,0
14460,28-OCT-2024,13,22495,24472,20628,1984,6622,0,18510,0,174,593,1710,-1,-892,-300,-9,462,1397,-1,123,0
14461,28-OCT-2024,14,24323,26250,22250,1886,6622,0,18510,0,18,467,1773,-1,-893,-318,-96,526,1397,-1,158,0
14462,28-OCT-2024,15,27392,28833,24949,1796,6622,42,18510,0,10,314,1993,-1,-632,-183,-14,689,1397,-1,911,0
14463,28-OCT-2024,16,28792,30232,26199,1705,6622,312,18510,0,15,32,2003,-1,-568,-255,0,695,1397,-1,969,0
14464,28-OCT-2024,17,30465,31443,27709,1636,6622,670,18510,0,13,-171,2003,-1,678,-363,0,988,1397,-1,755,0
14465,28-OCT-2024,18,31158,32221,28290,1566,6622,1212,18510,0,12,-166,2003,-1,827,-449,0,999,1397,-1,0,0
14466,28-OCT-2024,19,31644,32713,28752,1535,6622,1476,18510,0,10,-201,2003,-1,1000,-450,-7,1018,1397,-1,0,0
14467,28-OCT-2024,20,31634,32813,28709,1503,6622,1924,18510,0,12,-322,2003,-1,1002,-441,-124,1019,1397,-1,0,0
14468,28-OCT-2024,21,31349,32688,28478,1467,6622,2281,18510,0,11,-339,2002,-1,1002,-450,-276,1019,1397,-1,0,0
14469,28-OCT-2024,22,31451,32938,28518,1431,6622,2258,18510,0,9,-461,2002,-1,1002,-450,-426,1019,1397,-1,0,0
14470,28-OCT-2024,23,31509,33097,28586,1380,6622,2316,18510,0,9,-692,2003,-1,1002,-450,-527,1019,1397,-1,0,0
14471,28-OCT-2024,24,31738,33330,28783,1329,6622,2203,18510,0,9,-953,2002,-1,1002,-451,-530,1019,1397,-1,0,0
14472,28-OCT-2024,25,31912,33454,28954,1264,6622,2098,18510,0,8,-750,2003,-1,1002,-452,-480,1019,1397,-1,0,0
14473,28-OCT-2024,26,32202,33745,29254,1199,6622,1787,18510,0,8,-900,2002,-1,1002,-451,-482,1019,1397,-1,235,0
14474,28-OCT-2024,27,32612,34131,29659,1139,6622,1589,18510,0,6,-522,2003,-1,1002,-452,-459,1019,1397,-1,700,0
14475,28-OCT-2024,28,32609,34159,29703,1078,6622,1285,18510,0,7,-630,2002,-1,983,-430,-511,1019,1397,-1,700,0
14476,28-OCT-2024,29,32425,33959,29555,1012,6622,1036,18510,0,10,-963,2003,-1,158,-446,-476,1000,1397,-1,700,0
14477,28-OCT-2024,30,32633,34224,29758,945,6622,866,18510,0,10,-1014,2003,-1,103,-451,-528,999,1397,-1,700,0
14478,28-OCT-2024,31,32718,34381,29797,910,6622,499,18510,0,10,-808,2003,-1,-98,-425,-528,999,1397,-1,449,0
14479,28-OCT-2024,32,33357,35054,30366,875,6622,230,18510,0,10,-651,2003,-1,-105,-451,-529,999,1397,-1,326,0
14480,28-OCT-2024,33,34460,36154,31349,821,6622,44,18510,0,12,-325,2003,-1,785,-451,-528,999,1397,-1,-101,0
14481,28-OCT-2024,34,36092,37911,32840,766,6622,0,18510,0,8,-175,2003,-1,987,-452,-528,999,1397,-1,-229,0
14482,28-OCT-2024,35,37431,39020,34029,726,6622,0,18510,0,7,-599,2003,-1,1002,-451,-529,999,1397,-1,450,0
14483,28-OCT-2024,36,37196,38786,33817,685,6622,0,18510,0,7,-738,2001,-1,1002,-452,-529,999,1397,-1,488,0
14484,28-OCT-2024,37,36609,38197,33286,662,6622,0,18510,0,5,-575,1862,-1,994,-452,-529,999,1397,-1,132,0
14485,28-OCT-2024,38,36156,37741,32890,639,6622,0,18510,0,3,-445,1856,-1,993,-452,-528,999,1397,-1,122,0
14486,28-OCT-2024,39,35503,37090,32370,625,6622,0,18510,0,4,-532,1995,-1,1002,-452,-529,999,1397,-1,661,0
14487,28-OCT-2024,40,34478,36067,31436,611,6622,0,18510,0,6,-758,2003,-1,1002,-452,-529,999,1397,-1,704,0
14488,28-OCT-2024,41,33166,34756,30267,610,6622,0,18510,0,8,-741,2003,-1,701,-451,-529,970,1397,-1,897,0
14489,28-OCT-2024,42,31831,33421,29054,608,6622,0,18510,0,8,-641,2003,-1,670,-451,-529,969,1398,-1,918,0
14490,28-OCT-2024,43,30440,32032,27772,612,6622,0,18510,0,8,-370,2003,-1,666,-452,-530,960,1398,-1,977,0
14491,28-OCT-2024,44,28731,30322,26246,615,6622,0,18510,0,8,-560,2003,-1,666,-451,-530,959,1398,-1,981,0
14492,28-OCT-2024,45,27559,29150,25221,626,6622,0,18510,0,8,-760,2003,-1,894,-452,-529,969,1398,-1,944,0
14493,28-OCT-2024,46,26049,27641,23830,637,6622,0,18510,0,8,-450,2003,-1,904,-452,-530,970,1398,-1,953,0
14494,28-OCT-2024,47,24229,25685,22123,636,6622,0,18510,0,8,292,2003,-1,1000,-384,-462,998,1397,-1,1382,0
14495,28-OCT-2024,48,23375,24582,21335,635,6622,0,18510,0,8,520,2003,-1,1002,-281,-316,999,1397,-1,1417,0
14496,29-OCT-2024,1,22855,24166,20896,649,6622,0,18510,0,9,536,2003,-1,1002,-399,-301,999,1397,-1,1402,0
14497,29-OCT-2024,2,23064,24314,21131,663,6622,0,18510,0,13,662,2003,-1,1002,-452,-183,999,1397,-1,1400,0
14498,29-OCT-2024,3,22601,24017,20772,679,6622,0,18510,0,121,838,2002,-1,1002,-452,-241,999,1397,-1,1417,0
14499,29-OCT-2024,4,22202,23732,20448,694,6622,0,18510,0,360,596,2003,-1,1002,-390,-178,999,1397,-1,1414,0
14500,29-OCT-2024,5,21708,23463,20022,713,6622,0,18510,0,536,938,2003,-1,814,-351,-266,999,1397,-1,1248,0
14501,29-OCT-2024,6,21567,23342,19838,732,6622,0,18510,0,538,1073,2003,-1,794,-351,-284,999,1397,-1,1214,0
14502,29-OCT-2024,7,20899,22664,19242,764,6622,0,18510,0,534,1435,2003,-1,597,-351,-278,915,1397,-1,397,0
14503,29-OCT-2024,8,20741,22509,19012,796,6622,0,18510,0,530,1481,2003,-1,595,-351,-285,912,1397,-1,315,0
14504,29-OCT-2024,9,20464,22676,18790,813,6622,0,18510,0,523,1695,2003,-1,260,-351,-142,966,1397,-1,-594,0
14505,29-OCT-2024,10,20764,22923,19075,829,6622,0,18510,0,379,1582,2003,-1,243,-370,-131,968,1397,-1,-677,0
14506,29-OCT-2024,11,21024,23727,19365,846,6622,0,18510,0,27,1629,2004,-1,-271,-370,-30,723,1397,-1,-1403,0
14507,29-OCT-2024,12,21932,24752,20234,862,6622,0,18510,0,15,1727,2005,-1,-298,-313,-139,711,1371,-1,-1453,0
14508,29-OCT-2024,13,24295,27764,22413,833,6622,0,18510,0,13,1892,2006,-1,-673,-436,-291,260,1046,-1,-1454,0
14509,29-OCT-2024,14,26454,30123,24360,804,6622,0,18510,0,13,1654,2006,-1,-719,-452,-433,242,1002,-1,-1450,0
14510,29-OCT-2024,15,28297,31778,26080,808,6622,43,18510,0,13,1433,1953,-1,-543,-452,-421,578,954,-1,-1450,0
14511,29-OCT-2024,16,29515,33029,27095,812,6622,350,18510,0,8,1373,1942,-1,-501,-452,-516,591,977,-1,-1435,0
14512,29-OCT-2024,17,30970,33442,28441,830,6622,859,18510,0,13,1273,1613,-1,412,-452,-529,710,1351,-1,-876,0
14513,29-OCT-2024,18,31635,34048,29095,848,6622,1546,18510,0,13,1470,1600,-1,469,-452,-529,714,1397,-1,-817,0
14514,29-OCT-2024,19,31985,33633,29418,928,6622,2069,18510,0,11,1475,1933,-1,423,-452,-529,809,1397,-1,-54,0
14515,29-OCT-2024,20,31513,33106,28937,1007,6622,2520,18510,0,8,1478,1954,-1,423,-452,-529,812,1397,-1,-2,0
14516,29-OCT-2024,21,31058,32779,28500,1060,6622,2961,18510,0,8,1280,2002,-1,577,-452,-530,865,1397,-1,-129,0
14517,29-OCT-2024,22,30786,32511,28260,1112,6622,3524,18510,0,8,1274,2001,-1,588,-452,-530,866,1397,-1,-133,0
14518,29-OCT-2024,23,30701,32293,28252,1151,6622,3524,18510,0,8,1278,1754,-1,309,-452,-530,861,1397,-1,10,0
14519,29-OCT-2024,24,30943,32535,28438,1190,6622,3491,18510,0,8,1221,1741,-1,293,-452,-530,860,1397,-1,14,0
14520,29-OCT-2024,25,31142,32908,28661,1168,6622,3570,18510,0,8,1180,1787,-1,298,-452,-530,800,1397,-1,-174,0
14521,29-OCT-2024,26,31372,33173,28824,1145,6622,2907,18510,0,9,959,1789,-1,292,-452,-530,792,1397,-1,-208,0
14522,29-OCT-2024,27,31034,33748,28499,1112,6622,2346,18510,0,6,1389,1776,-1,-218,-452,-529,259,1397,-1,-907,0
14523,29-OCT-2024,28,31346,34142,28727,1078,6622,2025,18510,0,10,1328,1778,-1,-238,-452,-529,234,1397,-1,-965,0
14524,29-OCT-2024,29,31649,35237,29159,1019,6622,1572,18510,0,10,1400,1996,-1,-666,-452,-530,175,1397,-2,-1327,0
14525,29-OCT-2024,30,32370,36020,29804,959,6622,1251,18510,0,10,1224,2006,-1,-724,-452,-530,189,1397,-1,-1332,0
14526,29-OCT-2024,31,33163,35979,30499,922,6622,689,18510,0,10,912,2004,-1,-653,-452,-529,955,1397,-1,-570,0
14527,29-OCT-2024,32,33391,36165,30663,885,6622,266,18510,0,9,1018,2004,-1,-651,-451,-529,999,1397,-1,-532,0
14528,29-OCT-2024,33,34089,37500,31269,851,6622,47,18510,0,2,1382,2004,-1,-731,-452,-530,866,1397,-1,-1094,0
14529,29-OCT-2024,34,35487,38931,32393,816,6622,0,18510,0,0,1306,2002,-1,-726,-452,-529,861,1397,-1,-1135,0
14530,29-OCT-2024,35,36616,39634,33457,783,6622,0,18510,0,0,1447,1909,-1,-187,-452,-529,774,1397,-1,-1248,0
14531,29-OCT-2024,36,36803,39783,33661,750,6622,0,18510,0,0,1532,1898,-1,-159,-451,-529,770,1397,-1,-1239,0
14532,29-OCT-2024,37,36580,38753,33451,713,6622,0,18510,0,0,1379,1715,-1,-2,-452,-529,930,1397,-1,-588,0
14533,29-OCT-2024,38,36093,38206,32912,676,6622,0,18510,0,3,1335,1707,-1,0,-452,-529,935,1397,-1,-527,0
14534,29-OCT-2024,39,35408,36998,32456,642,6622,0,18510,0,7,751,1988,-1,97,-451,-530,997,1397,-1,33,0
14535,29-OCT-2024,40,34600,36191,31642,608,6622,0,18510,0,7,656,2003,-1,102,-452,-530,999,1397,-1,72,0
14536,29-OCT-2024,41,33267,34858,30379,577,6622,0,18510,0,9,673,1939,-1,2,-452,-528,922,1398,-1,7,0
14537,29-OCT-2024,42,32094,33686,29272,546,6622,0,18510,0,10,431,1936,-1,0,-451,-529,919,1399,-1,10,0
14538,29-OCT-2024,43,30666,32359,27935,528,6622,0,18510,0,10,487,1972,-1,-99,-452,-530,833,1399,-1,301,0
14539,29-OCT-2024,44,29245,30942,26591,510,6622,0,18510,0,10,326,1974,-1,-104,-451,-530,830,1399,-1,337,0
14540,29-OCT-2024,45,27689,29283,25145,492,6622,0,18510,0,10,204,2003,-1,95,-452,-530,994,1399,-1,977,0
14541,29-OCT-2024,46,26170,27764,23827,473,6622,0,18510,0,10,366,2004,-1,105,-452,-530,999,1399,-1,1032,0
14542,29-OCT-2024,47,24922,26514,22646,450,6622,0,18510,0,10,525,2003,-1,790,-452,-528,999,1398,-1,1395,0
14543,29-OCT-2024,48,23913,25505,21700,426,6622,0,18510,0,10,525,2003,-1,857,-452,-528,999,1399,-1,1420,0
14544,30-OCT-2024,1,23485,25077,21335,411,6622,0,18510,0,10,586,2004,-1,851,-452,-528,999,1398,-1,1421,0
14545,30-OCT-2024,2,23826,25418,21760,396,6622,0,18510,0,10,641,2003,-1,850,-452,-528,999,1398,-1,1420,0
14546,30-OCT-2024,3,23411,25002,21362,394,6622,0,18510,0,9,630,2004,-1,813,-452,-528,941,1399,-1,1400,0
14547,30-OCT-2024,4,22732,24321,20745,391,6622,0,18510,0,7,710,2003,-1,811,-452,-528,939,1398,-1,1398,0
14548,30-OCT-2024,5,22117,23974,20153,388,6622,0,18510,0,276,739,2003,-1,806,-452,-527,996,1399,-1,1419,0
14549,30-OCT-2024,6,21556,23417,19633,385,6622,0,18510,0,281,523,2003,-1,804,-451,-527,998,1398,-1,1420,0
14550,30-OCT-2024,7,21164,23027,19224,385,6622,0,18510,0,283,511,2004,-1,399,-452,-527,871,1398,0,1421,0
14551,30-OCT-2024,8,20998,22861,18973,385,6622,0,18510,0,283,406,2004,-1,369,-451,-527,863,1398,-1,1420,0
14552,30-OCT-2024,9,20673,22615,18648,381,6622,0,18510,0,280,382,2005,-1,-125,-452,-482,408,1398,-2,1421,0
14553,30-OCT-2024,10,20759,22692,18785,377,6622,0,18510,0,266,412,2005,-1,-152,-426,-487,363,1398,-1,1419,0
14554,30-OCT-2024,11,21425,24195,19405,373,6622,0,18510,0,12,493,2008,-1,-961,-304,-345,-546,1397,-1,1373,0
14555,30-OCT-2024,12,22622,25490,20492,368,6622,0,18510,0,14,463,2008,-1,-1015,-295,-336,-606,1397,-1,1365,0
14556,30-OCT-2024,13,24654,27858,22333,351,6622,0,18510,0,14,572,2008,-1,-966,-430,-484,-708,1397,-1,1191,0
14557,30-OCT-2024,14,26737,30004,24224,333,6622,0,18510,0,14,325,2008,-1,-964,-452,-531,-704,1397,-1,1182,0
14558,30-OCT-2024,15,28790,31122,26109,328,6622,3,18510,0,14,32,2007,-1,-632,-452,-531,-101,1397,-1,1285,0
14559,30-OCT-2024,16,30167,32410,27357,323,6622,110,18510,0,12,92,2008,-1,-595,-451,-531,-52,1397,-1,1295,0
14560,30-OCT-2024,17,31852,33689,28889,320,6622,324,18510,0,11,118,2005,-1,-241,-452,-531,758,1397,-1,1412,0
14561,30-OCT-2024,18,32297,34091,29353,317,6622,643,18510,0,9,316,2004,-1,-200,-452,-531,807,1397,-1,1420,0
14562,30-OCT-2024,19,32600,34299,29649,317,6622,997,18510,0,9,365,2004,-1,-106,-451,-531,1012,1397,-1,1420,0
14563,30-OCT-2024,20,32629,34328,29638,317,6622,1276,18510,0,10,367,2004,-1,-104,-452,-531,1018,1397,-1,1420,0
14564,30-OCT-2024,21,32597,34192,29635,325,6622,1599,18510,0,10,140,2005,-1,419,-452,-531,691,1397,-1,1420,0
14565,30-OCT-2024,22,32366,33960,29417,332,6622,1855,18510,0,10,-40,2004,-1,476,-451,-531,678,1397,-1,1420,0
14566,30-OCT-2024,23,32288,33883,29360,345,6622,1979,18510,0,10,8,2005,-1,170,-452,-531,667,1397,-1,1419,0
14567,30-OCT-2024,24,32323,33918,29420,357,6622,1963,18510,0,10,-125,2005,-1,157,-452,-531,666,1397,-1,1423,0
14568,30-OCT-2024,25,32568,34163,29712,369,6622,1891,18510,0,10,-51,2004,-1,106,-452,-531,837,1397,-1,1424,0
14569,30-OCT-2024,26,32917,34510,30064,380,6622,1808,18510,0,10,10,2004,-1,104,-451,-530,840,1397,-1,1423,0
14570,30-OCT-2024,27,32615,34209,29812,385,6622,1576,18510,0,10,56,2005,-1,2,-451,-531,411,1397,-1,1424,0
14571,30-OCT-2024,28,32949,34545,30167,389,6622,1265,18510,0,12,298,2005,-1,0,-452,-531,393,1397,0,1424,0
14572,30-OCT-2024,29,33013,34873,30258,384,6622,991,18510,0,9,411,2006,-1,-268,-451,-531,204,1397,0,1424,0
14573,30-OCT-2024,30,33160,35061,30375,378,6622,673,18510,0,12,488,2007,-1,-305,-452,-531,197,1397,0,1423,0
14574,30-OCT-2024,31,33154,35410,30411,392,6622,403,18510,0,11,409,2006,-1,-662,-451,-531,273,1397,0,1403,0
14575,30-OCT-2024,32,33871,36136,31043,406,6622,159,18510,0,9,1042,2006,-1,-673,-452,-530,277,1397,0,1387,0
14576,30-OCT-2024,33,34761,37273,31828,449,6622,24,18510,0,5,1272,2004,-1,-923,-452,-531,632,1397,0,863,0
14577,30-OCT-2024,34,35889,38294,32737,492,6622,0,18510,0,7,1576,1998,-1,-816,-451,-530,647,1397,0,832,0
14578,30-OCT-2024,35,37343,38933,34148,538,6622,0,18510,0,4,1668,1695,-1,-3,-452,-530,885,1397,0,1015,0
14579,30-OCT-2024,36,36863,38450,33788,584,6622,0,18510,0,4,1687,1665,-1,0,-452,-530,894,1397,0,1031,0
14580,30-OCT-2024,37,36149,37734,33190,640,6622,0,18510,0,2,1644,1166,-1,97,-452,-530,761,1397,0,1104,0
14581,30-OCT-2024,38,35670,37255,32755,696,6622,0,18510,0,3,1646,1153,-1,102,-451,-530,755,1397,0,1109,0
14582,30-OCT-2024,39,35144,36907,32412,756,6622,0,18510,0,6,1585,1837,-1,-173,-452,-531,389,1397,0,1109,0
14583,30-OCT-2024,40,34301,36082,31654,816,6622,0,18510,0,11,1518,1882,-1,-188,-451,-530,375,1397,0,1104,0
14584,30-OCT-2024,41,32848,34548,30340,878,6622,0,18510,0,11,1507,1999,-1,-106,-452,-530,455,1397,0,953,0
14585,30-OCT-2024,42,31681,33379,29319,939,6622,0,18510,0,10,1801,2005,-1,-104,-452,-531,457,1397,0,938,0
14586,30-OCT-2024,43,29910,31487,27741,1006,6622,0,18510,0,8,1973,2004,-1,133,-451,-517,490,1397,0,818,0
14587,30-OCT-2024,44,28496,29922,26427,1073,6622,0,18510,0,14,2107,2004,-1,143,-419,-392,491,1397,0,810,0
14588,30-OCT-2024,45,27016,28174,25060,1138,6622,0,18510,0,14,2298,2005,-1,104,-303,-240,378,1398,0,864,0
14589,30-OCT-2024,46,25167,26266,23451,1202,6622,0,18510,0,11,2335,2004,-1,104,-399,-88,379,1397,0,882,0
